TRACE stage=00 rms=3.262481e-2 absmax=1.501465e-1 mean=4.465973e-4 last=[-3.104961e-2,-2.591211e-2,1.478338e-2,-0.000000e0,1.081526e-2,7.445455e-3,4.913330e-2,-5.287170e-3,3.595591e-2,-6.101608e-3,3.714371e-2,1.926613e-2,8.470595e-2,-2.356648e-2,2.422512e-3,1.298666e-2]
TRACE stage=01 rms=1.456010e-2 absmax=2.944847e-1 mean=7.275931e-5 last=[-6.150350e-3,1.077817e-2,-3.153069e-3,-1.471072e-2,-6.375221e-2,-2.437284e-2,2.186034e-2,2.279427e-3,2.977491e-2,-2.512176e-2,1.103557e-2,1.337346e-2,8.505583e-4,1.322660e-2,-6.293628e-3,3.167409e-4]
TRACE stage=02 rms=9.134745e-3 absmax=2.924280e-1 mean=3.649932e-5 last=[-1.501462e-3,9.097893e-3,-3.333038e-3,-8.577863e-4,-6.120713e-2,-8.739790e-3,1.025331e-2,-8.914022e-3,2.263702e-2,-1.188334e-2,1.234181e-2,4.622140e-3,-2.178286e-3,2.456236e-3,-1.462003e-3,4.561543e-4]
TRACE stage=03 rms=1.001823e-2 absmax=1.834481e-1 mean=-1.682017e-5 last=[1.766797e-3,-8.109119e-4,-4.903555e-3,-5.707532e-3,-7.898102e-2,-1.166666e-2,1.330549e-3,-1.008892e-2,1.762400e-2,-6.060062e-3,1.305873e-2,6.563325e-3,-5.308873e-3,5.169705e-3,-6.940821e-4,1.538001e-3]
TRACE stage=04 rms=1.050774e-2 absmax=1.793263e-1 mean=-2.572728e-5 last=[6.378715e-3,-8.599753e-4,-8.202055e-4,2.428460e-3,-7.028862e-2,-9.657370e-3,1.834089e-3,-1.367580e-2,1.666227e-2,-2.166966e-3,8.584980e-3,5.330243e-3,-9.719387e-3,1.756264e-3,-4.651299e-3,-5.100857e-4]
TRACE stage=05 rms=1.199268e-2 absmax=3.602898e-1 mean=-7.439248e-5 last=[-2.973913e-4,1.915843e-3,-1.266330e-3,-1.266680e-3,-7.112449e-2,-1.325631e-2,-6.224846e-4,-1.219501e-2,1.983949e-2,6.925341e-3,8.218576e-3,2.200054e-3,-8.821685e-3,3.783613e-3,-4.954008e-3,2.100736e-3]
TRACE stage=06 rms=1.325662e-2 absmax=4.155530e-1 mean=-4.321422e-5 last=[-2.901035e-4,-3.543455e-3,-5.529820e-3,-1.635723e-3,-6.551566e-2,-1.587155e-2,-6.173699e-4,-1.586598e-2,1.790759e-2,9.959345e-3,4.024031e-3,7.087587e-3,-6.511881e-3,3.943624e-3,-4.098211e-3,1.101246e-3]
TRACE stage=07 rms=1.757057e-2 absmax=4.221814e-1 mean=-2.486855e-4 last=[-5.200344e-3,5.053853e-3,-7.850585e-3,-5.433918e-6,-4.719151e-2,2.063422e-4,-4.896668e-3,-2.089291e-2,1.767215e-2,1.549283e-2,1.105444e-2,6.519767e-3,-1.853414e-3,3.638366e-3,5.446981e-3,6.797775e-3]
TRACE stage=08 rms=1.856118e-2 absmax=4.116916e-1 mean=-2.154088e-4 last=[-6.753807e-4,4.173853e-4,-1.587046e-2,1.760094e-3,-8.188711e-2,5.807185e-3,-8.679773e-4,-1.699794e-2,2.052118e-2,1.765965e-2,4.782387e-3,8.348408e-3,-1.220883e-3,-9.493409e-4,4.221005e-3,6.687782e-3]
TRACE stage=09 rms=2.005304e-2 absmax=4.912879e-1 mean=-9.264404e-5 last=[6.868031e-3,-5.389499e-3,-1.367304e-2,-1.708282e-2,-9.796139e-2,8.324713e-3,-1.213844e-2,-1.906092e-2,2.284561e-2,1.116553e-2,-4.512760e-3,1.243342e-2,1.227825e-3,5.466309e-3,5.715073e-4,1.678835e-2]
