TRACE stage=00 rms=3.344843e-2 absmax=1.501465e-1 mean=3.702333e-4 last=[-2.107024e-2,-3.160536e-2,-3.156316e-2,-6.312633e-2,-7.093906e-3,2.293289e-2,3.279448e-2,-5.300993e-2,-3.638685e-2,3.942847e-2,-2.155185e-3,-4.643250e-2,4.741681e-2,-1.959032e-2,1.024389e-2,3.325939e-2]
TRACE stage=01 rms=1.455006e-2 absmax=2.985066e-1 mean=3.308172e-5 last=[5.173279e-3,-1.851983e-2,-1.414074e-2,9.435527e-4,-7.391734e-2,-5.274059e-3,1.373032e-2,-2.281651e-2,1.783129e-2,-1.193793e-2,-1.835630e-2,-7.981399e-3,9.921038e-3,-1.352030e-2,-1.418404e-3,-4.314398e-3]
TRACE stage=02 rms=9.145695e-3 absmax=2.927172e-1 mean=1.796025e-5 last=[4.543900e-3,-9.934100e-3,-4.002152e-3,9.256452e-4,-5.762611e-2,-8.300089e-4,6.452374e-3,-8.890581e-3,8.181498e-3,-7.960314e-3,-6.945878e-3,-5.825073e-3,2.325269e-3,-1.123248e-2,-2.163624e-3,-2.387071e-3]
TRACE stage=03 rms=1.002139e-2 absmax=1.803894e-1 mean=-4.637746e-5 last=[4.836343e-3,-8.498188e-3,-7.307569e-3,-2.313894e-3,-8.033524e-2,-3.955447e-3,-4.592229e-3,-7.284693e-3,1.351602e-2,-6.610455e-3,3.270887e-3,-3.196309e-3,2.413966e-3,-4.660336e-3,-2.522562e-4,-4.575253e-3]
TRACE stage=04 rms=1.049890e-2 absmax=1.761264e-1 mean=-5.492151e-5 last=[9.333028e-3,-9.795226e-3,-1.449349e-2,-7.367222e-3,-7.402147e-2,-9.255572e-4,-1.940324e-4,-6.285947e-3,1.355232e-2,-4.837475e-3,1.603375e-3,-4.390732e-3,-2.896865e-3,-3.657266e-3,-2.314695e-3,-9.578145e-3]
TRACE stage=05 rms=1.194262e-2 absmax=3.084066e-1 mean=-9.851006e-5 last=[9.269834e-3,-9.186145e-3,-1.611830e-2,-1.154025e-2,-7.182984e-2,2.861802e-3,-8.045265e-5,3.700028e-4,1.719021e-2,-4.170793e-3,2.050534e-3,-4.736763e-3,2.108505e-3,-3.401064e-3,-1.791778e-3,-1.332518e-2]
TRACE stage=06 rms=1.335373e-2 absmax=4.151243e-1 mean=-6.494638e-5 last=[1.301558e-2,-9.319697e-3,-8.968693e-3,-6.658287e-3,-6.868315e-2,4.094075e-3,-4.618409e-3,5.984704e-4,1.631489e-2,-4.183867e-3,9.945774e-3,-5.044389e-4,1.592977e-3,-4.247918e-3,-3.142732e-3,-1.273478e-2]
TRACE stage=07 rms=1.733900e-2 absmax=4.036664e-1 mean=-1.961503e-4 last=[4.785020e-3,2.035416e-3,-2.004278e-2,-1.772479e-3,-3.155574e-2,2.847956e-2,5.514555e-3,6.839449e-3,2.270202e-2,2.439327e-3,3.723897e-2,1.053141e-2,8.700379e-3,-1.400230e-2,4.716020e-3,-2.451291e-2]
TRACE stage=08 rms=1.830366e-2 absmax=4.138738e-1 mean=-1.891750e-4 last=[3.356564e-3,-2.506957e-3,-2.261491e-2,4.441029e-3,-4.416260e-2,2.741811e-2,1.619134e-2,1.574773e-3,3.167789e-2,8.490613e-3,3.261044e-2,8.414408e-3,1.584909e-2,2.037656e-3,7.257214e-3,-2.393408e-2]
TRACE stage=09 rms=1.968705e-2 absmax=4.841344e-1 mean=-8.478440e-5 last=[9.396113e-3,-1.991742e-3,-2.591349e-2,-7.130054e-3,-5.555722e-2,2.927881e-2,1.441830e-2,-8.017430e-3,3.659124e-2,2.810546e-3,3.298588e-2,1.583674e-2,1.841841e-2,4.834280e-3,3.103348e-4,-1.797691e-2]
TRACE stage=10 rms=2.255521e-2 absmax=5.103045e-1 mean=-8.185874e-5 last=[1.536713e-2,-3.450407e-3,-3.295578e-2,-1.437769e-2,-6.262434e-2,1.039665e-2,3.176606e-3,-7.889588e-3,4.198444e-2,-7.770637e-3,2.925316e-2,1.731849e-2,1.639204e-2,1.009671e-2,7.351902e-3,-3.298043e-2]
TRACE stage=11 rms=3.191498e-2 absmax=6.463935e-1 mean=1.294367e-4 last=[1.163075e-3,2.129991e-2,-2.974510e-2,1.499520e-2,-5.594612e-2,2.550897e-2,1.190912e-2,7.491600e-3,3.556195e-2,-1.524389e-2,1.378588e-2,2.312275e-2,2.360973e-3,3.236194e-2,1.015434e-3,-2.299903e-2]
