TRACE stage=00 rms=3.310509e-2 absmax=1.501465e-1 mean=3.932487e-4 last=[-8.320808e-3,3.640354e-2,3.150940e-2,-5.794775e-2,-1.953542e-3,3.717899e-2,3.878021e-2,6.738281e-2,-2.561760e-2,2.491409e-2,-4.611969e-3,-4.254061e-2,4.773617e-3,-5.141795e-2,-5.648565e-2,6.382751e-2]
TRACE stage=01 rms=1.456688e-2 absmax=2.957498e-1 mean=3.892164e-5 last=[2.482996e-3,1.805812e-2,-8.624522e-3,-6.392037e-3,-4.623848e-2,8.673370e-3,9.084513e-3,1.276798e-2,2.339455e-2,2.442607e-3,-7.719988e-3,-1.158936e-2,-1.587696e-2,-1.664801e-2,-1.305681e-2,2.028076e-2]
TRACE stage=02 rms=9.198302e-3 absmax=2.924367e-1 mean=1.465823e-5 last=[-5.191560e-3,5.501796e-3,-4.532809e-3,-2.380667e-3,-2.693485e-2,3.686353e-3,4.423144e-3,8.932096e-4,1.539810e-2,5.539355e-4,1.473425e-3,-2.587383e-3,-3.879562e-3,-9.098602e-4,-1.255029e-3,7.358637e-3]
TRACE stage=03 rms=1.005872e-2 absmax=1.827327e-1 mean=-4.477009e-5 last=[-1.187741e-3,6.464045e-4,-2.367938e-3,-4.061863e-3,-3.342514e-2,-8.060506e-4,-2.980858e-3,9.153690e-4,1.338926e-2,-3.396062e-3,2.846444e-3,-1.634009e-3,-5.100993e-3,2.941012e-3,-2.965229e-4,1.080252e-2]
TRACE stage=04 rms=1.053563e-2 absmax=1.736441e-1 mean=-5.177151e-5 last=[-5.320508e-3,2.696346e-3,-2.828851e-3,-4.327487e-3,-2.946289e-2,-7.570360e-3,3.894614e-3,-4.000836e-4,1.148120e-2,-4.131801e-4,3.253074e-3,-2.833912e-3,-5.341106e-3,3.674579e-3,1.763973e-4,1.528704e-2]
TRACE stage=05 rms=1.195627e-2 absmax=2.970048e-1 mean=-9.244381e-5 last=[-9.156953e-3,1.246503e-4,-2.286855e-3,1.717675e-4,-2.769753e-2,-1.154898e-2,8.559974e-4,2.972550e-4,1.565195e-2,4.346872e-3,3.666795e-3,-2.866373e-4,-5.065736e-3,4.301608e-3,-1.176933e-3,8.534115e-3]
TRACE stage=06 rms=1.333770e-2 absmax=4.142218e-1 mean=-6.888649e-5 last=[-1.371280e-2,1.736514e-3,-1.063834e-3,-2.754431e-3,-3.292138e-2,-1.531276e-2,3.380187e-3,-6.817835e-3,1.796924e-2,4.141425e-3,9.522723e-3,4.732915e-3,-6.722633e-3,7.499340e-3,7.164042e-3,1.058086e-2]
TRACE stage=07 rms=1.751003e-2 absmax=4.124271e-1 mean=-2.330960e-4 last=[-3.553861e-2,2.264089e-2,-8.102871e-3,-1.266836e-2,-1.357689e-2,8.160814e-4,2.578867e-3,-1.769871e-2,2.538819e-2,9.421521e-3,2.655543e-2,1.396220e-3,-8.598752e-3,-7.535454e-3,2.559881e-3,2.982520e-3]
TRACE stage=08 rms=1.845247e-2 absmax=4.098694e-1 mean=-2.099308e-4 last=[-3.866177e-2,1.347227e-2,-4.945331e-3,-2.056708e-3,-3.957402e-2,2.631627e-3,7.851807e-3,-1.267370e-2,3.082743e-2,7.117539e-3,2.697837e-2,1.222851e-2,-1.610276e-2,2.896274e-3,-1.915934e-3,7.150853e-3]
TRACE stage=09 rms=1.985351e-2 absmax=4.890649e-1 mean=-1.002101e-4 last=[-3.508090e-2,1.610511e-2,-6.564620e-3,-1.132913e-2,-4.827401e-2,1.237731e-2,5.353868e-4,-1.758806e-2,3.364463e-2,4.731969e-3,2.209673e-2,1.913324e-2,-9.690676e-3,1.897182e-2,-1.976771e-2,7.416500e-3]
TRACE stage=10 rms=2.282036e-2 absmax=5.383779e-1 mean=-1.116824e-4 last=[-3.524098e-2,1.625782e-2,-7.350540e-3,-2.152733e-2,-6.111246e-2,1.232126e-3,-1.710952e-2,-1.528513e-2,4.064095e-2,-8.787261e-3,1.081417e-2,2.742244e-2,-5.120562e-3,3.823379e-2,-2.224577e-2,5.725651e-3]
TRACE stage=11 rms=3.169785e-2 absmax=6.623120e-1 mean=1.837274e-5 last=[-5.887899e-2,1.978406e-2,-4.639457e-2,4.910603e-3,-4.273837e-2,-1.917679e-2,-1.166152e-2,-2.446782e-2,4.206968e-2,-1.191811e-2,-4.772406e-2,1.243544e-2,-6.926551e-3,4.976865e-2,-7.783074e-3,-5.013616e-3]
TRACE stage=12 rms=3.472179e-2 absmax=5.858603e-1 mean=1.570527e-4 last=[-5.343606e-2,2.916894e-2,-4.963005e-2,7.202830e-3,-2.548832e-2,-1.894510e-2,7.835144e-3,-1.488235e-3,5.826404e-2,-4.383721e-3,-3.312761e-2,1.075422e-2,-4.574826e-3,4.312889e-2,-4.308857e-4,-2.861339e-2]
TRACE stage=13 rms=3.529944e-2 absmax=5.988731e-1 mean=3.048879e-4 last=[-4.359562e-2,2.047751e-2,-4.484449e-2,1.477025e-2,-3.072861e-2,-1.757547e-3,1.507698e-2,9.980585e-3,5.829110e-2,-7.527988e-3,-3.316573e-2,-5.504971e-3,-7.634437e-3,5.057283e-2,-2.604466e-2,-2.835343e-2]
TRACE stage=14 rms=3.686770e-2 absmax=6.053579e-1 mean=3.988555e-4 last=[-4.217852e-2,1.246184e-2,-2.418862e-2,2.150986e-2,-3.014343e-2,1.766879e-2,-4.255209e-3,1.501399e-2,5.326277e-2,-1.139588e-2,-3.540376e-2,4.761072e-3,-7.467342e-3,6.480874e-2,-1.122829e-2,-3.600631e-2]
TRACE stage=15 rms=5.701304e-2 absmax=1.226591e0 mean=3.880907e-4 last=[-4.303158e-2,3.822007e-2,-9.676814e-3,6.551836e-2,-8.600252e-2,1.628494e-2,-2.101328e-2,-3.615623e-2,6.766802e-2,-7.434766e-2,-9.044513e-3,3.715676e-3,-4.017976e-2,4.014360e-2,-3.059305e-2,-3.428103e-2]
TRACE stage=16 rms=6.245169e-2 absmax=1.349341e0 mean=-9.498524e-5 last=[-4.841635e-2,1.927360e-2,-9.022694e-3,4.909157e-2,-8.251255e-2,2.683312e-2,-1.405693e-2,-4.201805e-2,5.262402e-2,-7.194211e-2,-1.951973e-2,-8.414090e-3,-1.229199e-2,4.542898e-2,-3.235091e-2,-3.253917e-2]
TRACE stage=17 rms=7.109294e-2 absmax=1.598907e0 mean=-1.115390e-3 last=[-4.102811e-4,-3.142186e-2,-1.128488e-2,7.361155e-3,-1.110511e-1,3.044397e-2,-4.095238e-2,-1.695983e-2,2.153347e-2,-6.586149e-2,-3.775698e-2,5.764485e-3,-1.854330e-2,3.651419e-2,-3.131545e-2,-1.382388e-2]
TRACE stage=18 rms=8.364806e-2 absmax=2.038994e0 mean=-1.284223e-3 last=[-2.935502e-2,-3.267393e-2,3.981008e-2,1.495459e-2,-1.093499e-1,2.264451e-2,-3.852361e-2,-2.380667e-2,1.051356e-2,-5.360184e-2,-4.079194e-2,2.233497e-3,-2.681962e-2,5.050878e-2,-4.609389e-2,3.449637e-4]
TRACE stage=19 rms=1.377900e-1 absmax=3.283540e0 mean=-6.307078e-4 last=[9.655134e-2,-2.668443e-2,2.056095e-1,1.296243e-2,-2.875384e-1,-1.334708e-1,1.611153e-2,-1.463383e-1,1.223779e-1,-5.943133e-2,-2.789261e-2,7.189047e-2,-4.182665e-2,8.139781e-2,-7.322006e-2,-7.016047e-3]
TRACE stage=20 rms=1.470806e-1 absmax=3.740410e0 mean=-1.391468e-3 last=[7.979825e-2,-3.256370e-2,1.839944e-1,1.369936e-2,-3.370799e-1,-1.423460e-1,4.246223e-2,-7.483831e-2,1.115938e-1,-7.151964e-2,4.135599e-2,9.450895e-2,-6.983007e-2,6.930406e-2,-3.145336e-2,-6.104764e-2]
TRACE stage=21 rms=1.439146e-1 absmax=3.251172e0 mean=-6.072689e-4 last=[-9.712150e-3,-7.141928e-2,2.563970e-1,4.860467e-2,-3.589224e-1,-1.436951e-1,3.445122e-2,-8.284065e-2,1.482065e-1,-6.559662e-2,4.337992e-2,1.906625e-1,-6.638727e-2,1.003561e-1,-5.503159e-2,1.081571e-2]
TRACE stage=22 rms=2.979051e-1 absmax=3.989393e0 mean=2.131523e-3 last=[1.002855e-1,1.344184e-1,-8.617938e-4,2.181934e-1,3.272958e-1,-5.415999e-1,-1.772889e-1,-1.312843e-1,4.954414e-1,4.897085e-1,1.900445e-2,1.622599e-1,-1.926677e-1,-2.113717e-1,-9.381486e-2,2.459235e-3]
TRACE stage=23 rms=3.012109e-1 absmax=4.227507e0 mean=5.218669e-3 last=[1.958354e-1,4.274246e-2,8.763145e-2,1.734171e-1,4.210152e-1,-6.950528e-1,-2.283584e-1,-1.948101e-1,3.019518e-1,6.131440e-1,1.064173e-1,2.145035e-1,-2.082849e-1,-3.162262e-1,-4.889848e-2,3.674153e-2]
TRACE stage=24 rms=5.128069e-1 absmax=1.977774e1 mean=-8.293788e-4 last=[2.553520e-1,1.013082e-1,1.633500e-1,2.370203e-1,7.407168e-1,-6.327119e-1,-3.955600e-1,-5.683453e-2,2.348960e-1,6.517087e-1,2.219041e-1,3.457942e-1,-4.718390e-1,-3.073983e-1,3.704595e-2,-2.856130e-2]
